Clasificación;Título del Producto;Precio;URL
🟢 TORNILLO;Tarugo Universal Duopower 8mm + Tornillo 5x45mm 50 unidades;18990.0;https://www.sodimac.cl/sodimac-cl/articulo/146670034/Tarugo-Universal-Duopower-8mm-+-Tornillo-5x45mm-50-unidades/146670035
🔴 INTRUSO (Otro);Set 138 Pcs Destornilladores Precisión Torx Magnéticos;15990.0;https://www.sodimac.cl/sodimac-cl/articulo/142992640/Set-138-Pcs-Destornilladores-Precisión-Torx-Magnéticos/142992641
🔴 INTRUSO (Otro);Tuerca Arranque para Agua 7/8;5490.0;https://www.sodimac.cl/sodimac-cl/articulo/143492612/Tuerca-Arranque-para-Agua-7-8/143492614
🔴 INTRUSO (Otro);"Llave de Torque - 3/4"", 200 a 1000 NM";468900.0;"https://www.sodimac.cl/sodimac-cl/articulo/130450296/Llave-de-Torque---3-4"",-200-a-1000-NM/130450297"
🔴 INTRUSO (Otro);Herramienta de Atado con Gancho Ergonómico y Resistente;62990.0;https://www.sodimac.cl/sodimac-cl/articulo/145152529/Herramienta-de-Atado-con-Gancho-Ergonómico-y-Resistente/145152532
🔴 INTRUSO (Otro);Kit Herramienta Remache Tuerca Para Barandas Cable;23990.0;https://www.sodimac.cl/sodimac-cl/articulo/141988450/Kit-Herramienta-Remache-Tuerca-Para-Barandas-Cable/141988451
🔴 INTRUSO (Otro);Set de atornilladores para Multipropósito 22 cmx22 cm;51190.0;https://www.sodimac.cl/sodimac-cl/articulo/139715814/Set-de-atornilladores-para-Multipropósito-22-cmx22-cm/139715815
🔴 INTRUSO (Otro);ADAPTADOR PUNTA DADO PARA TALADRO 38;5410.0;https://www.sodimac.cl/sodimac-cl/articulo/139712888/ADAPTADOR-PUNTA-DADO-PARA-TALADRO-38/139712889
🔴 INTRUSO (Otro);Remachadora Manual 10.5 Pulgadas Toro Negro;12990.0;https://www.sodimac.cl/sodimac-cl/articulo/138478225/Remachadora-Manual-10.5-Pulgadas-Toro-Negro/138478226
🔴 INTRUSO (Otro);Perno Hexagonal Pavonado G2 1 x 2 (100 Un);151500.0;https://www.sodimac.cl/sodimac-cl/articulo/147881763/Perno-Hexagonal-Pavonado-G2-1-x-2-(100-Un)/147881764
🔴 INTRUSO (Otro);Pistola Llave De Impacto 20v Brushles 230nm Total.;199990.0;https://www.sodimac.cl/sodimac-cl/articulo/143832855/Pistola-Llave-De-Impacto-20v-Brushles-230nm-Total./143832856
🔴 INTRUSO (Otro);Set de Destornillador Flexible con 10 Puntas Magnéticas;205990.0;https://www.sodimac.cl/sodimac-cl/articulo/145164706/Set-de-Destornillador-Flexible-con-10-Puntas-Magnéticas/145164709
🔴 INTRUSO (Otro);SET 02 ATORNILLADOR DESTORNILLADOR DE PALETA Y CRUZ;4990.0;https://www.sodimac.cl/sodimac-cl/articulo/144264939/SET-02-ATORNILLADOR-DESTORNILLADOR-DE-PALETA-Y-CRUZ/144264940
🔴 INTRUSO (Otro);Remachadora de Tuercas Ergonómica y Antideslizante M3-M10;65990.0;https://www.sodimac.cl/sodimac-cl/articulo/145141092/Remachadora-de-Tuercas-Ergonómica-y-Antideslizante-M3-M10/145141093
🟢 TORNILLO;Herraje Para Unión De Sofá Y Muebles, Pack 2 Uni + Tornillos;3990.0;https://www.sodimac.cl/sodimac-cl/articulo/134032939/Herraje-Para-Unión-De-Sofá-Y-Muebles,-Pack-2-Uni-+-Tornillos/134032940
🔴 INTRUSO (Otro);Tensor Ojo Gancho Galvanizado Piola Acero 1/4 M6 Pack De 12.;9990.0;https://www.sodimac.cl/sodimac-cl/articulo/148189103/Tensor-Ojo-Gancho-Galvanizado-Piola-Acero-1-4-M6-Pack-De-12./148189104
🔴 INTRUSO (Otro);Pack Perno Coche 1 /2 x 6 Negro Tuerca Y Golilla (100 Un);146990.0;https://www.sodimac.cl/sodimac-cl/articulo/149004362/Pack-Perno-Coche-1--2-x-6-Negro-Tuerca-Y-Golilla-(100-Un)/149004363
🔴 INTRUSO (Otro);Atornillador con aislante paleta 3 mm;5490.0;https://www.sodimac.cl/sodimac-cl/articulo/110237346/Atornillador-con-aislante-paleta-3-mm/110237359
🔴 INTRUSO (Otro);Juego Destornillador 27 Piezas Total;14990.0;https://www.sodimac.cl/sodimac-cl/articulo/147777816/Juego-Destornillador-27-Piezas-Total/147777817
🔴 INTRUSO (Otro);"Clavo Corriente 2 1/2"", bolsa 2,5kgs";4163.0;"https://www.sodimac.cl/sodimac-cl/articulo/110276208/Clavo-Corriente-2-1-2"",-bolsa-2,5kgs/110276211"
🔴 INTRUSO (Otro);Juego Puntas De Atornillador Impact Torsion 32 Piezas;24990.0;https://www.sodimac.cl/sodimac-cl/articulo/110409212/Juego-Puntas-De-Atornillador-Impact-Torsion-32-Piezas/110409213
🔴 INTRUSO (Otro);Set 6 atornilladores;18990.0;https://www.sodimac.cl/sodimac-cl/articulo/138947529/Set-6-atornilladores/138947530
🟢 TORNILLO;Extractor de poleas con 2 garras y tornillos de acero 4;53990.0;https://www.sodimac.cl/sodimac-cl/articulo/145152919/Extractor-de-poleas-con-2-garras-y-tornillos-de-acero-4/145152920
🔴 INTRUSO (Otro);Llavero 6 Puntas Destornillador;6990.0;https://www.sodimac.cl/sodimac-cl/articulo/141521058/Llavero-6-Puntas-Destornillador/141521060
🔴 INTRUSO (Otro);LLAVE PUNTA-CORONA 27 MM 75527;13830.0;https://www.sodimac.cl/sodimac-cl/articulo/139029241/LLAVE-PUNTA-CORONA-27-MM-75527/139029242
🔴 INTRUSO (Otro);"Clavo corriente 3"" 1kg";1790.0;"https://www.sodimac.cl/sodimac-cl/articulo/146665797/Clavo-corriente-3""-1kg/146665800"
🔴 INTRUSO (Otro);Atornillador aislado 1000v 3x101mm stmt60163-la;6090.0;https://www.sodimac.cl/sodimac-cl/articulo/147236735/Atornillador-aislado-1000v-3x101mm-stmt60163-la/147236736
🔴 INTRUSO (Otro);Puntas Flextorq Sq2 - 2-1/4'' (57.15mm) 5 Pzas -;2590.0;https://www.sodimac.cl/sodimac-cl/articulo/151314441/Puntas-Flextorq-Sq2---2-1-4''-(57.15mm)-5-Pzas--/151314442
🔴 INTRUSO (Otro);JUEGO DE MINI DESTORNILLADORES TORX DE PRECISIÓN 117 EN 1;13990.0;https://www.sodimac.cl/sodimac-cl/articulo/147865618/JUEGO-DE-MINI-DESTORNILLADORES-TORX-DE-PRECISIÓN-117-EN-1/147865620
🔴 INTRUSO (Otro);Kit Destornillador Torx 8 Torx 10 Para Ps4 Xbox;5000.0;https://www.sodimac.cl/sodimac-cl/articulo/138454586/Kit-Destornillador-Torx-8-Torx-10-Para-Ps4-Xbox/138454587
🔴 INTRUSO (Otro);Set 115 Pcs Destornilladores Precisión Torx Magnéticos;24990.0;https://www.sodimac.cl/sodimac-cl/articulo/136594708/Set-115-Pcs-Destornilladores-Precisión-Torx-Magnéticos/136594709
🔴 INTRUSO (Otro);Guía Plantilla Taladro Bisagra Puerta + Destornillador;13990.0;https://www.sodimac.cl/sodimac-cl/articulo/145603665/Guía-Plantilla-Taladro-Bisagra-Puerta-+-Destornillador/145603666
🟢 TORNILLO;Bisagra Cierre Suave 35 Mm Sin Tornillos Semicurva Pack 10 unidades;36200.0;https://www.sodimac.cl/sodimac-cl/articulo/137264086/Bisagra-Cierre-Suave-35-Mm-Sin-Tornillos-Semicurva-Pack-10-unidades/137264318
🔴 INTRUSO (Otro);Juego Destornillador 6 Piezas go-through Total;25990.0;https://www.sodimac.cl/sodimac-cl/articulo/147734797/Juego-Destornillador-6-Piezas-go-through-Total/147734799
🔴 INTRUSO (Otro);Llave De Torque Profesional 14 2-24nm 33piezas;31990.0;https://www.sodimac.cl/sodimac-cl/articulo/146922849/Llave-De-Torque-Profesional-14-2-24nm-33piezas/146922850
🔴 INTRUSO (Otro);Pistola De Impacto Eléctrica 550nm 1050w (1/2) + 6 Dados TIW10101;98900.0;https://www.sodimac.cl/sodimac-cl/articulo/148986780/Pistola-De-Impacto-Eléctrica-550nm-1050w-(1-2)-+-6-Dados-TIW10101/148986782
🟢 TORNILLO;2 Bisagra Galvanizada 2pcs 3 Pulgadas 12 Tornillos;2790.0;https://www.sodimac.cl/sodimac-cl/articulo/147458353/2-Bisagra-Galvanizada-2pcs-3-Pulgadas-12-Tornillos/147458354
🔴 INTRUSO (Otro);BROCA PARA CONCRETO SDS PLUS-3 16X150X210MM 2608831044;20500.0;https://www.sodimac.cl/sodimac-cl/articulo/129875760/BROCA-PARA-CONCRETO-SDS-PLUS-3-16X150X210MM-2608831044/129875761
🔴 INTRUSO (Otro);Destornillador PZ2 N2x100mm B-65953;4990.0;https://www.sodimac.cl/sodimac-cl/articulo/146004337/Destornillador-PZ2-N2x100mm-B-65953/146004338
🔴 INTRUSO (Otro);BROCA SDS PLUS 8 X 160 MM PROCRET;7643.0;https://www.sodimac.cl/sodimac-cl/articulo/150322491/BROCA-SDS-PLUS-8-X-160-MM-PROCRET/150322492
🔴 INTRUSO (Otro);Llave Universal Multifuncional 48 en 1 con Giro 360º;29990.0;https://www.sodimac.cl/sodimac-cl/articulo/145149845/Llave-Universal-Multifuncional-48-en-1-con-Giro-360º/145149846
🔴 INTRUSO (Otro);Llave de Torque Cuadrante Ajustable con Estuche Protector;89990.0;https://www.sodimac.cl/sodimac-cl/articulo/145155364/Llave-de-Torque-Cuadrante-Ajustable-con-Estuche-Protector/145155365
🔴 INTRUSO (Otro);Kit Herramientas Desatornilladores Torque Estrella 6 Piezas;6990.0;https://www.sodimac.cl/sodimac-cl/articulo/131926178/Kit-Herramientas-Desatornilladores-Torque-Estrella-6-Piezas/131926179
🔴 INTRUSO (Otro);Destornillador Precisión x60 Pcs Caja PVC;12990.0;https://www.sodimac.cl/sodimac-cl/articulo/147964599/Destornillador-Precisión-x60-Pcs-Caja-PVC/147964601
🔴 INTRUSO (Otro);Destornillador De Precisión Torx 4 En 1 48-22-2931;19990.0;https://www.sodimac.cl/sodimac-cl/articulo/152435385/Destornillador-De-Precisión-Torx-4-En-1-48-22-2931/152435386
🔴 INTRUSO (Otro);CLAVOS 4 25 KILOS;86680.0;https://www.sodimac.cl/sodimac-cl/articulo/143826174/CLAVOS-4-25-KILOS/143826175
🔴 INTRUSO (Otro);Amarra Cable 1350 x 9.0 mm Negra (Bolsa 100 Unidades);199920.0;https://www.sodimac.cl/sodimac-cl/articulo/138609739/Amarra-Cable-1350-x-9.0-mm-Negra-(Bolsa-100-Unidades)/138609740
🔴 INTRUSO (Otro);Punta De Hilo Galvanizada 4 Pulgadas;25990.0;https://www.sodimac.cl/sodimac-cl/articulo/135399614/Punta-De-Hilo-Galvanizada-4-Pulgadas/135399616
🔴 INTRUSO (Otro);Broca escalonada HSS Con tratamiento de titanio.;9400.0;https://www.sodimac.cl/sodimac-cl/articulo/119859870/Broca-escalonada-HSS-Con-tratamiento-de-titanio./119859871
🟢 TORNILLO;Extractor Multiusos para Tornillos y Pernos Dañados;32990.0;https://www.sodimac.cl/sodimac-cl/articulo/145143305/Extractor-Multiusos-para-Tornillos-y-Pernos-Dañados/145143306
🔴 INTRUSO (Otro);Taladro Pistola Llave Impacto 42v Bat+ Carg Total Tiwli42602 Turquesa;121400.0;https://www.sodimac.cl/sodimac-cl/articulo/148125658/Taladro-Pistola-Llave-Impacto-42v-Bat+-Carg-Total-Tiwli42602-Turquesa/148125659
🔴 INTRUSO (Otro);Torno Inalambrico 30000 Rpm Manicura Torno Uñas;42990.0;https://www.sodimac.cl/sodimac-cl/articulo/148227412/Torno-Inalambrico-30000-Rpm-Manicura-Torno-Uñas/148227413
🔴 INTRUSO (Otro);Torno Inalambrico 30000 Rpm Manicura Torno Uñas;42990.0;https://www.sodimac.cl/sodimac-cl/articulo/148179889/Torno-Inalambrico-30000-Rpm-Manicura-Torno-Uñas/148179890
🟢 TORNILLO;Bisagras De Asiento De Inodoro Ctornillo Dgoma Expansible;28990.0;https://www.sodimac.cl/sodimac-cl/articulo/149165049/Bisagras-De-Asiento-De-Inodoro-Ctornillo-Dgoma-Expansible/149165050
🔴 INTRUSO (Otro);Clavo terrano corriente 112 caja 25kg;85990.0;https://www.sodimac.cl/sodimac-cl/articulo/146665855/Clavo-terrano-corriente-112-caja-25kg/146665857
🔴 INTRUSO (Otro);Desatornilladores Precisión Set Kit Juego Celular;3990.0;https://www.sodimac.cl/sodimac-cl/articulo/139749503/Desatornilladores-Precisión-Set-Kit-Juego-Celular/139749504
🔴 INTRUSO (Otro);Llave Punta Corona 25 mm para trabajos de mecánica eficaz;29990.0;https://www.sodimac.cl/sodimac-cl/articulo/145148342/Llave-Punta-Corona-25-mm-para-trabajos-de-mecánica-eficaz/145148346
🔴 INTRUSO (Otro);JGO LLAVES TORX HERRAMIENTA 8PZS O TRUPER;10460.0;https://www.sodimac.cl/sodimac-cl/articulo/129919783/JGO-LLAVES-TORX-HERRAMIENTA-8PZS-O-TRUPER/129919784
🔴 INTRUSO (Otro);LLAVE PUNTA CORONA 1952Z 78 - Plateado;9500.0;https://www.sodimac.cl/sodimac-cl/articulo/145925654/LLAVE-PUNTA-CORONA-1952Z-78---Plateado/145925655
🟢 TORNILLO;Herraje Para Unión De Sofá Y Muebles, Pack 20 Un + Tornillos;17990.0;https://www.sodimac.cl/sodimac-cl/articulo/134032948/Herraje-Para-Unión-De-Sofá-Y-Muebles,-Pack-20-Un-+-Tornillos/134032949
🟢 TORNILLO;Tarugo Universal Duopower 10mm + Tornillo 6x60mm 4 unidades.;4790.0;https://www.sodimac.cl/sodimac-cl/articulo/146670055/Tarugo-Universal-Duopower-10mm-+-Tornillo-6x60mm-4-unidades./146670056
🔴 INTRUSO (Otro);Taladro inalámbrico atornillador de impacto 13 mm 18V + 2 baterías;542990.0;https://www.sodimac.cl/sodimac-cl/articulo/117398500/Taladro-inalámbrico-atornillador-de-impacto-13-mm-18V-+-2-baterías/117398503
🔴 INTRUSO (Otro);Niple Galvanizado 14 Pulgada;1490.0;https://www.sodimac.cl/sodimac-cl/articulo/132335987/Niple-Galvanizado-14-Pulgada/132335988
🔴 INTRUSO (Otro);Juego De Destornilladores De Precisión Profesional 135 En 1;33083.0;https://www.sodimac.cl/sodimac-cl/articulo/130896037/Juego-De-Destornilladores-De-Precisión-Profesional-135-En-1/130896038
🔴 INTRUSO (Otro);Amarra Cable Doble Hebilla 360 x 9.0 mm Negra (Bolsa 100 Unidades);57666.0;https://www.sodimac.cl/sodimac-cl/articulo/138949416/Amarra-Cable-Doble-Hebilla-360-x-9.0-mm-Negra-(Bolsa-100-Unidades)/138949417
🔴 INTRUSO (Otro);Multiplicador Torque Rueda Camion;58000.0;https://www.sodimac.cl/sodimac-cl/articulo/143734863/Multiplicador-Torque-Rueda-Camion/143734864
🔴 INTRUSO (Otro);"Destornillador de tuercas 6 en 1 SHOCKWAVE 1/4"" hex 48-22-2921";44990.0;"https://www.sodimac.cl/sodimac-cl/articulo/152388974/Destornillador-de-tuercas-6-en-1-SHOCKWAVE-1-4""-hex-48-22-2921/152388975"
🔴 INTRUSO (Otro);"Destorcedor para cable acero 5/8""";3184.0;"https://www.sodimac.cl/sodimac-cl/articulo/110308621/Destorcedor-para-cable-acero-5-8""/110308627"
🔴 INTRUSO (Otro);Hilo un metro 1/4 1 unidad;1490.0;https://www.sodimac.cl/sodimac-cl/articulo/110306327/Hilo-un-metro-1-4-1-unidad/110306331
🔴 INTRUSO (Otro);Llave de Torque 1/2 - 50 a 250 Lbs/Pie;119900.0;https://www.sodimac.cl/sodimac-cl/articulo/138320462/Llave-de-Torque-1-2---50-a-250-Lbs-Pie/138320463
🔴 INTRUSO (Otro);Tarugo De Madera 10 Mm Bolsa 50 Und;1500.0;https://www.sodimac.cl/sodimac-cl/articulo/137097697/Tarugo-De-Madera-10-Mm-Bolsa-50-Und/137097698
🔴 INTRUSO (Otro);Destornillador Con Extensión Flexible + 12 Puntas Magnéticas;4990.0;https://www.sodimac.cl/sodimac-cl/articulo/143598176/Destornillador-Con-Extensión-Flexible-+-12-Puntas-Magnéticas/143598177
🔴 INTRUSO (Otro);DADO HEXAGONAL 12 X 13 MM;5340.0;https://www.sodimac.cl/sodimac-cl/articulo/150935565/DADO-HEXAGONAL-12-X-13-MM/150935566
🔴 INTRUSO (Otro);Llaves Allen Torx Estriadas 1.5mm A 10mm Juego De 9 Piezas;4690.0;https://www.sodimac.cl/sodimac-cl/articulo/144546479/Llaves-Allen-Torx-Estriadas-1.5mm-A-10mm-Juego-De-9-Piezas/144546480
🔴 INTRUSO (Otro);Destornillador 3-16” x 6” STMT60835-840;3190.0;https://www.sodimac.cl/sodimac-cl/articulo/122946984/Destornillador-3-16”-x-6”-STMT60835-840/122946985
🔴 INTRUSO (Otro);Escuadra Angulo Refuerzo Esquinera 90° Acero Inoxidable;2990.0;https://www.sodimac.cl/sodimac-cl/articulo/151063138/Escuadra-Angulo-Refuerzo-Esquinera-90°-Acero-Inoxidable/151063139
🔴 INTRUSO (Otro);"Llave Angular 1/ 2"" Conexión He Cierre Confiable";7690.0;"https://www.sodimac.cl/sodimac-cl/articulo/110234031/Llave-Angular-1--2""-Conexión-He-Cierre-Confiable/110234038"
🔴 INTRUSO (Otro);Tarugo Nylon SX6mm + Cancamo Abierta 4 unidades;2890.0;https://www.sodimac.cl/sodimac-cl/articulo/146670051/Tarugo-Nylon-SX6mm-+-Cancamo-Abierta-4-unidades/146670052
🔴 INTRUSO (Otro);Juego Destornillador Con Cabeza Para Golpe 12 Piezas Crowman;11500.0;https://www.sodimac.cl/sodimac-cl/articulo/147049362/Juego-Destornillador-Con-Cabeza-Para-Golpe-12-Piezas-Crowman/147049363
🔴 INTRUSO (Otro);Set Destornillador De Precisión 21 Piezas Multifunción;8990.0;https://www.sodimac.cl/sodimac-cl/articulo/148779925/Set-Destornillador-De-Precisión-21-Piezas-Multifunción/148779926
🔴 INTRUSO (Otro);Juego De Mini Destornilladores Torx De Precisión 117 En 1;14990.0;https://www.sodimac.cl/sodimac-cl/articulo/151045810/Juego-De-Mini-Destornilladores-Torx-De-Precisión-117-En-1/151045811
🔴 INTRUSO (Otro);DADO LARGO HEXAGONO 14 MM;9060.0;https://www.sodimac.cl/sodimac-cl/articulo/140024695/DADO-LARGO-HEXAGONO-14-MM/140024696
🔴 INTRUSO (Otro);Candado Kovix Mosquetón con Clave y Cuerda Acero 100cm;31990.0;https://www.sodimac.cl/sodimac-cl/articulo/146529721/Candado-Kovix-Mosquetón-con-Clave-y-Cuerda-Acero-100cm/146529722
🔴 INTRUSO (Otro);Fresa Tipo T Para Pernos Anclaje 3un 3 Medidas;7000.0;https://www.sodimac.cl/sodimac-cl/articulo/119845416/Fresa-Tipo-T-Para-Pernos-Anclaje-3un-3-Medidas/119845417
🔴 INTRUSO (Otro);Juego Llaves Torx 9 Piezas . M . Uso Profesional;5490.0;https://www.sodimac.cl/sodimac-cl/articulo/152405098/Juego-Llaves-Torx-9-Piezas-.-M-.-Uso-Profesional/152405099
🔴 INTRUSO (Otro);Cerrojo de seguridad 4070 bronce satinado;47690.0;https://www.sodimac.cl/sodimac-cl/articulo/110300945/Cerrojo-de-seguridad-4070-bronce-satinado/110300950
🔴 INTRUSO (Otro);DESTORNILLADOR PHILLIPS AISLADO PH3X150MM;9940.0;https://www.sodimac.cl/sodimac-cl/articulo/132445727/DESTORNILLADOR-PHILLIPS-AISLADO-PH3X150MM/132445728
🔴 INTRUSO (Otro);Llave Dado Universal 7mm-19mm Taladro + Adaptador Angular;28773.0;https://www.sodimac.cl/sodimac-cl/articulo/130394665/Llave-Dado-Universal-7mm-19mm-Taladro-+-Adaptador-Angular/130394666
🔴 INTRUSO (Otro);BISAGRA metálica 3 4;3150.0;https://www.sodimac.cl/sodimac-cl/articulo/150113997/BISAGRA-metálica-3-4/150113998
🔴 INTRUSO (Otro);Llave Angular Doble de Acero Inoxidable SUS 304 10 cm;29990.0;https://www.sodimac.cl/sodimac-cl/articulo/145145362/Llave-Angular-Doble-de-Acero-Inoxidable-SUS-304-10-cm/145145364
🔴 INTRUSO (Otro);Bobina Motor Speed 500kg Tapa Roja;15690.0;https://www.sodimac.cl/sodimac-cl/articulo/149483437/Bobina-Motor-Speed-500kg-Tapa-Roja/149483439
🔴 INTRUSO (Otro);Terminal Ferrul Doble con Aislación 2.5mm 14AWG (100 Unid);7497.0;https://www.sodimac.cl/sodimac-cl/articulo/139078026/Terminal-Ferrul-Doble-con-Aislación-2.5mm-14AWG-(100-Unid)/139078027
🔴 INTRUSO (Otro);BROCA SDS PLUS 16 X 260 MM PROCRET;13182.0;https://www.sodimac.cl/sodimac-cl/articulo/150322503/BROCA-SDS-PLUS-16-X-260-MM-PROCRET/150322504
🔴 INTRUSO (Otro);Set Destornillador De Precision Mini Juego 21 Piezas;30575.0;https://www.sodimac.cl/sodimac-cl/articulo/130675164/Set-Destornillador-De-Precision-Mini-Juego-21-Piezas/130675166
🔴 INTRUSO (Otro);Remachadora De Tuercas Herramienta De Tuercas M3-m10;47490.0;https://www.sodimac.cl/sodimac-cl/articulo/151045926/Remachadora-De-Tuercas-Herramienta-De-Tuercas-M3-m10/151045927
🔴 INTRUSO (Otro);JUEGO DE DESTORNILLADORES AISLADOS MULTIFUNCIONALES 26 EN 1;19980.0;https://www.sodimac.cl/sodimac-cl/articulo/147802650/JUEGO-DE-DESTORNILLADORES-AISLADOS-MULTIFUNCIONALES-26-EN-1/147802651
🔴 INTRUSO (Otro);Candado Antirrobo para Volante de Acero Sólido;100990.0;https://www.sodimac.cl/sodimac-cl/articulo/143643957/Candado-Antirrobo-para-Volante-de-Acero-Sólido/143643960
🔴 INTRUSO (Otro);262 Traba Perno Rojo 50ml Viscosidad: 1200/2400;24000.0;https://www.sodimac.cl/sodimac-cl/articulo/145886657/262-Traba-Perno-Rojo-50ml-Viscosidad:-1200-2400/145886658
🔴 INTRUSO (Otro);Remache Pop 3.2x10mm (caja De 1000 Pzs);8500.0;https://www.sodimac.cl/sodimac-cl/articulo/149035734/Remache-Pop-3.2x10mm-(caja-De-1000-Pzs)/149035735
🔴 INTRUSO (Otro);"BROCA PARA MADERA 4 PUNTAS 32MM TOMA HEX 1/4"" HEMIC 885232114";17990.0;"https://www.sodimac.cl/sodimac-cl/articulo/129350609/BROCA-PARA-MADERA-4-PUNTAS-32MM-TOMA-HEX-1-4""-HEMIC-885232114/129350612"
🔴 INTRUSO (Otro);"Tuerca Hexagonal Negra 1"" 50 Unidades";49000.0;"https://www.sodimac.cl/sodimac-cl/articulo/149083172/Tuerca-Hexagonal-Negra-1""-50-Unidades/149083173"
🔴 INTRUSO (Otro);LLAVE DADO TORX MACHO T-25 X 1/2 99215;7990.0;https://www.sodimac.cl/sodimac-cl/articulo/147076461/LLAVE-DADO-TORX-MACHO-T-25-X-1-2-99215/147076462
🔴 INTRUSO (Otro);FITTING Nro 10 - 1/2 HEMBRA 45° O-RING;2900.0;https://www.sodimac.cl/sodimac-cl/articulo/146717112/FITTING-Nro-10---1-2-HEMBRA-45°-O-RING/146717113
🔴 INTRUSO (Otro);Neumático 265/75 R16 10PR MT701 MT 123/120Q;120990.0;https://www.sodimac.cl/sodimac-cl/articulo/116317051/Neumático-265-75-R16-10PR-MT701-MT-123-120Q/116317057
🔴 INTRUSO (Otro);Grampa Abrazadera Prensacable 14 Fiero - Multicolor;1990.0;https://www.sodimac.cl/sodimac-cl/articulo/145548806/Grampa-Abrazadera-Prensacable-14-Fiero---Multicolor/145548807
🔴 INTRUSO (Otro);"Tarugo con clavo punta cruz PH 5x30"" 100uds";4090.0;"https://www.sodimac.cl/sodimac-cl/articulo/146670242/Tarugo-con-clavo-punta-cruz-PH-5x30""-100uds/146670244"
🔴 INTRUSO (Otro);"Clavo corriente 1"" 1kg";4490.0;"https://www.sodimac.cl/sodimac-cl/articulo/146665758/Clavo-corriente-1""-1kg/146665759"
🔴 INTRUSO (Otro);"Clavo corriente 6"" 1kg";3690.0;"https://www.sodimac.cl/sodimac-cl/articulo/146670780/Clavo-corriente-6""-1kg/146670781"
🔴 INTRUSO (Otro);KIT DESTORNILLADOR PRECISION 32 PIEZAS, CON PINZAS;5990.0;https://www.sodimac.cl/sodimac-cl/articulo/146491649/KIT-DESTORNILLADOR-PRECISION-32-PIEZAS,-CON-PINZAS/146491651
🔴 INTRUSO (Otro);Juego de 40 Puntas Torx y Allen con Adaptadores de Acero;22000.0;https://www.sodimac.cl/sodimac-cl/articulo/143661301/Juego-de-40-Puntas-Torx-y-Allen-con-Adaptadores-de-Acero/143661302
🔴 INTRUSO (Otro);Llave de Torque de 1/4 - 4,5 a 30 NM;76900.0;https://www.sodimac.cl/sodimac-cl/articulo/143050261/Llave-de-Torque-de-1-4---4,5-a-30-NM/143050262
🔴 INTRUSO (Otro);Soporte Parachoque Delantero Trasero Sujetador Auto;4990.0;https://www.sodimac.cl/sodimac-cl/articulo/132529796/Soporte-Parachoque-Delantero-Trasero-Sujetador-Auto/132529797
🔴 INTRUSO (Otro);"Tensor ojo gancho 3/8""";3090.0;"https://www.sodimac.cl/sodimac-cl/articulo/146668030/Tensor-ojo-gancho-3-8""/146668031"
🔴 INTRUSO (Otro);BRAZO BISAGRA DE FRICCION ARTICULADO 2 UN;11100.0;https://www.sodimac.cl/sodimac-cl/articulo/138266235/BRAZO-BISAGRA-DE-FRICCION-ARTICULADO-2-UN/138266236
🔴 INTRUSO (Otro);Tarugo De Plástico 6mm Pack 50und;2490.0;https://www.sodimac.cl/sodimac-cl/articulo/146554881/Tarugo-De-Plástico-6mm-Pack-50und/146554882
🔴 INTRUSO (Otro);"Clavo para teja asfáltica 3/4"" 1 kg";9590.0;"https://www.sodimac.cl/sodimac-cl/articulo/110328732/Clavo-para-teja-asfáltica-3-4""-1-kg/110328740"
🔴 INTRUSO (Otro);Set Completo de Dados Hexagonales y Torx con Chicharra;73990.0;https://www.sodimac.cl/sodimac-cl/articulo/145139234/Set-Completo-de-Dados-Hexagonales-y-Torx-con-Chicharra/145139235
🔴 INTRUSO (Otro);Corchete 7112 Caja 10000 Unidades;23800.0;https://www.sodimac.cl/sodimac-cl/articulo/118010370/Corchete-7112-Caja-10000-Unidades/118010371
🔴 INTRUSO (Otro);Llave Punta Corona con Chicharra 11mm Herramienta Profesional;8490.0;https://www.sodimac.cl/sodimac-cl/articulo/136725120/Llave-Punta-Corona-con-Chicharra-11mm-Herramienta-Profesional/136725121
🔴 INTRUSO (Otro);LLave Punta Corona Con Chicharra 15mm Herramienta Profesional;20990.0;https://www.sodimac.cl/sodimac-cl/articulo/136725822/LLave-Punta-Corona-Con-Chicharra-15mm-Herramienta-Profesional/136725823
🟢 TORNILLO;Morsa Prensa Tornillo de Banco 6 Pulgadas;69990.0;https://www.sodimac.cl/sodimac-cl/articulo/119031807/Morsa-Prensa-Tornillo-de-Banco-6-Pulgadas/119031809
🔴 INTRUSO (Otro);Llave Allen Aislada de 8 mm con Mango Antideslizante;73990.0;https://www.sodimac.cl/sodimac-cl/articulo/145139262/Llave-Allen-Aislada-de-8-mm-con-Mango-Antideslizante/145139263
🔴 INTRUSO (Otro);Kit Destornillador Torx 25 En 1 Torx Para Celular;10000.0;https://www.sodimac.cl/sodimac-cl/articulo/136055548/Kit-Destornillador-Torx-25-En-1-Torx-Para-Celular/136055549
🔴 INTRUSO (Otro);Bombin Puerta Elevable 120N Unidad;9200.0;https://www.sodimac.cl/sodimac-cl/articulo/137298994/Bombin-Puerta-Elevable-120N-Unidad/137299672
🔴 INTRUSO (Otro);Clavos para zinc 2 1/2 100un (30bxcj) Uro Mimbral;3990.0;https://www.sodimac.cl/sodimac-cl/articulo/142090226/Clavos-para-zinc-2-1-2-100un-(30bxcj)-Uro-Mimbral/142143651
