Clasificación;Título del Producto;Precio;URL
🔴 INTRUSO (Otro);Perno hexagonal ac. inoxidable unc c/tuerca 1/4 x 1 1/4 2 unid;1190.0;https://www.sodimac.cl/sodimac-cl/articulo/112751763/Perno-hexagonal-ac.-inoxidable-unc-c-tuerca-1-4-x-1-1-4-2-unid/112751764
🟢 TORNILLO;Tornillo Tirafondo Madera 100 mm 4.5 mm 4 unidad(es);1190.0;https://www.sodimac.cl/sodimac-cl/articulo/112857638/Tornillo-Tirafondo-Madera-100-mm-4.5-mm-4-unidad(es)/112857639
🔴 INTRUSO (Otro);Perno cabeza pan phillip de nylon con tuerca M3 x 12 mm 2 unid;1590.0;https://www.sodimac.cl/sodimac-cl/articulo/113253681/Perno-cabeza-pan-phillip-de-nylon-con-tuerca-M3-x-12-mm-2-unid/113253683
🔴 INTRUSO (Otro);"Perno anclaje 3/8x5"" 10uds";10590.0;"https://www.sodimac.cl/sodimac-cl/articulo/146670818/Perno-anclaje-3-8x5""-10uds/146670819"
🟢 TORNILLO;Tornillo Hex Autoperforante Punta Espada 10x2 100 Unds;5990.0;https://www.sodimac.cl/sodimac-cl/articulo/142862863/Tornillo-Hex-Autoperforante-Punta-Espada-10x2-100-Unds/142862864
🔴 INTRUSO (Otro);Perno para hormigon antisismico M12 x 130 mm zincado 1 unid;5390.0;https://www.sodimac.cl/sodimac-cl/articulo/112906976/Perno-para-hormigon-antisismico-M12-x-130-mm-zincado-1-unid/112906978
🟢 TORNILLO;"Tornillo Roscalata Metal 5/8 "" 6 mm 100 unidad(es)";2690.0;"https://www.sodimac.cl/sodimac-cl/articulo/110303388/Tornillo-Roscalata-Metal-5-8-""-6-mm-100-unidad(es)/110303413"
🔴 INTRUSO (Otro);"Perno cabeza plana phillips 1/8 x 1"" zincado 4 unid";490.0;"https://www.sodimac.cl/sodimac-cl/articulo/112751837/Perno-cabeza-plana-phillips-1-8-x-1""-zincado-4-unid/112751838"
🔴 INTRUSO (Otro);Perno cab.hexagonal g8.unc con tuerca 1/4 x 2 1/2 pavonado 2 unid;1090.0;https://www.sodimac.cl/sodimac-cl/articulo/112740552/Perno-cab.hexagonal-g8.unc-con-tuerca-1-4-x-2-1-2-pavonado-2-unid/112740555
🔴 INTRUSO (Otro);Perno manilla estrella M8 x 50 mm 1 unid;8390.0;https://www.sodimac.cl/sodimac-cl/articulo/113208389/Perno-manilla-estrella-M8-x-50-mm-1-unid/113208390
🟢 TORNILLO;"Tornillo Autoperforante Metal 3/4 "" 10 mm 5 unidad(es)";990.0;"https://www.sodimac.cl/sodimac-cl/articulo/110324443/Tornillo-Autoperforante-Metal-3-4-""-10-mm-5-unidad(es)/110324445"
🟢 TORNILLO;Tornillo Concreto Concreto 70 mm 7.5 mm 5 unidad(es);1490.0;https://www.sodimac.cl/sodimac-cl/articulo/112907177/Tornillo-Concreto-Concreto-70-mm-7.5-mm-5-unidad(es)/112907178
🟢 TORNILLO;Tornillo Roscalata Metal 1/2 4.1 mm 4 unidad(es);890.0;https://www.sodimac.cl/sodimac-cl/articulo/112922104/Tornillo-Roscalata-Metal-1-2-4.1-mm-4-unidad(es)/112922105
🔴 INTRUSO (Otro);Perno para hormigon antisismico M12 x 150 mm zincado 1 unid;5790.0;https://www.sodimac.cl/sodimac-cl/articulo/112907334/Perno-para-hormigon-antisismico-M12-x-150-mm-zincado-1-unid/112907335
🔴 INTRUSO (Otro);Perno cabeza boton acero inoxidable c/tuerca M2 x 16 mm 4 unid;890.0;https://www.sodimac.cl/sodimac-cl/articulo/112752090/Perno-cabeza-boton-acero-inoxidable-c-tuerca-M2-x-16-mm-4-unid/112752091
🔴 INTRUSO (Otro);Perno cabeza boton acero inoxidable c/tuerca M3 x 12 mm 4 unid;1790.0;https://www.sodimac.cl/sodimac-cl/articulo/112752189/Perno-cabeza-boton-acero-inoxidable-c-tuerca-M3-x-12-mm-4-unid/112752190
🔴 INTRUSO (Otro);Perno cabeza boton acero inoxidable c/tuerca M4 x 16 mm 2 unid;1890.0;https://www.sodimac.cl/sodimac-cl/articulo/112751577/Perno-cabeza-boton-acero-inoxidable-c-tuerca-M4-x-16-mm-2-unid/112751582
🔴 INTRUSO (Otro);"Perno cab.hexagonal g8.unc con tuerca 3/8 x 1"" pavonado 2 unid";1190.0;"https://www.sodimac.cl/sodimac-cl/articulo/112740272/Perno-cab.hexagonal-g8.unc-con-tuerca-3-8-x-1""-pavonado-2-unid/112740273"
🟢 TORNILLO;Tornillo Tirafondo Madera 4.2 mm 4 unidad(es);990.0;https://www.sodimac.cl/sodimac-cl/articulo/113208320/Tornillo-Tirafondo-Madera-4.2-mm-4-unidad(es)/113208321
🔴 INTRUSO (Otro);Perno cabeza plana acero inoxidable unc 1/4 x 1 1/2 2 unid;790.0;https://www.sodimac.cl/sodimac-cl/articulo/112751770/Perno-cabeza-plana-acero-inoxidable-unc-1-4-x-1-1-2-2-unid/112751772
🔴 INTRUSO (Otro);"Perno coche c/tuerca y golilla acero inoxidable 1/4x1"" 2unid";990.0;"https://www.sodimac.cl/sodimac-cl/articulo/112751619/Perno-coche-c-tuerca-y-golilla-acero-inoxidable-1-4x1""-2unid/112751621"
🟢 TORNILLO;Tornillo Tirafondo Madera 80 mm 6 mm 4 unidad(es);590.0;https://www.sodimac.cl/sodimac-cl/articulo/112857477/Tornillo-Tirafondo-Madera-80-mm-6-mm-4-unidad(es)/112857478
🔴 INTRUSO (Otro);Perno hormigon cabeza plana M10 x 80 mm zincado brillante 1 unid;3190.0;https://www.sodimac.cl/sodimac-cl/articulo/112907081/Perno-hormigon-cabeza-plana-M10-x-80-mm-zincado-brillante-1-unid/112907082
🟢 TORNILLO;Tornillo Tirafondo Madera 70 mm 4 mm 2 unidad(es);6590.0;https://www.sodimac.cl/sodimac-cl/articulo/113949358/Tornillo-Tirafondo-Madera-70-mm-4-mm-2-unidad(es)/113949359
🔴 INTRUSO (Otro);Perno manilla estrella M5 x 12 mm 1 unid;1990.0;https://www.sodimac.cl/sodimac-cl/articulo/113208280/Perno-manilla-estrella-M5-x-12-mm-1-unid/113208281
🟢 TORNILLO;"Tornillo Roscalata Metal 1/2 "" 4.1 mm 5 unidad(es)";690.0;"https://www.sodimac.cl/sodimac-cl/articulo/112922016/Tornillo-Roscalata-Metal-1-2-""-4.1-mm-5-unidad(es)/112922017"
🟢 TORNILLO;Tornillo Tirafondo Madera 60 mm 4 mm 2 unidad(es);5090.0;https://www.sodimac.cl/sodimac-cl/articulo/113894706/Tornillo-Tirafondo-Madera-60-mm-4-mm-2-unidad(es)/113894707
🟢 TORNILLO;Tornillo Tirafondo Madera 80 mm 8 mm 2 unidad(es);2690.0;https://www.sodimac.cl/sodimac-cl/articulo/112922082/Tornillo-Tirafondo-Madera-80-mm-8-mm-2-unidad(es)/112922083
🔴 INTRUSO (Otro);Perno manilla estrella M8 x 30 mm 1 unid;7190.0;https://www.sodimac.cl/sodimac-cl/articulo/113208350/Perno-manilla-estrella-M8-x-30-mm-1-unid/113208351
🔴 INTRUSO (Otro);Perno cabeza redonda bronce unc 3/16 x 1/2 2 unid;490.0;https://www.sodimac.cl/sodimac-cl/articulo/112751616/Perno-cabeza-redonda-bronce-unc-3-16-x-1-2-2-unid/112751618
🔴 INTRUSO (Otro);"Perno de cocina combinado 3/16""x2"" 100 unidades";6890.0;"https://www.sodimac.cl/sodimac-cl/articulo/110312056/Perno-de-cocina-combinado-3-16""x2""-100-unidades/110312057"
🟢 TORNILLO;"Tornillo Autoperforante Yeso-Cartón 3 "" 8 mm 60 unidad(es)";7890.0;"https://www.sodimac.cl/sodimac-cl/articulo/110309555/Tornillo-Autoperforante-Yeso-Cartón-3-""-8-mm-60-unidad(es)/110309558"
🟢 TORNILLO;"Tornillo Roscalata Metal 1/2 "" 4.83 mm 5 unidad(es)";890.0;"https://www.sodimac.cl/sodimac-cl/articulo/113253481/Tornillo-Roscalata-Metal-1-2-""-4.83-mm-5-unidad(es)/113253485"
🟢 TORNILLO;"Tornillo Roscalata Metal 1/2 "" 3.5 mm 5 unidad(es)";590.0;"https://www.sodimac.cl/sodimac-cl/articulo/113253491/Tornillo-Roscalata-Metal-1-2-""-3.5-mm-5-unidad(es)/113253494"
🔴 INTRUSO (Otro);Perno coche c/tuerca y golilla acero inoxidable 5/16x21/2 2unid;1990.0;https://www.sodimac.cl/sodimac-cl/articulo/112752104/Perno-coche-c-tuerca-y-golilla-acero-inoxidable-5-16x21-2-2unid/112752106
🟢 TORNILLO;"Tornillo Autoperforante Yeso-Cartón 1-1/4 "" 6 mm 20 unidad(es)";990.0;"https://www.sodimac.cl/sodimac-cl/articulo/110309099/Tornillo-Autoperforante-Yeso-Cartón-1-1-4-""-6-mm-20-unidad(es)/110309102"
🟢 TORNILLO;"Tornillo Roscalata Metal 3/8 "" 4.1 mm 5 unidad(es)";490.0;"https://www.sodimac.cl/sodimac-cl/articulo/113253495/Tornillo-Roscalata-Metal-3-8-""-4.1-mm-5-unidad(es)/113253497"
🔴 INTRUSO (Otro);Perno parker métrico M5-0.8x30 mm pavonado 2 unid;590.0;https://www.sodimac.cl/sodimac-cl/articulo/112740375/Perno-parker-métrico-M5-0.8x30-mm-pavonado-2-unid/112740377
🟢 TORNILLO;Tornillo Tirafondo Madera 120 mm 6 mm 4 unidad(es);490.0;https://www.sodimac.cl/sodimac-cl/articulo/112857539/Tornillo-Tirafondo-Madera-120-mm-6-mm-4-unidad(es)/112857540
🟢 TORNILLO;Tornillo Tirafondo Madera 42 mm 4.8 mm 4 unidad(es);1090.0;https://www.sodimac.cl/sodimac-cl/articulo/112857341/Tornillo-Tirafondo-Madera-42-mm-4.8-mm-4-unidad(es)/112857342
🔴 INTRUSO (Otro);"Perno hexagonal negro 3/8x1,1/2"" con tuerca 20uds";5390.0;"https://www.sodimac.cl/sodimac-cl/articulo/146667953/Perno-hexagonal-negro-3-8x1,1-2""-con-tuerca-20uds/146667954"
🔴 INTRUSO (Otro);Esparrago hormigon con doble rosca M10 x 105 mm zincado 1 unid;4290.0;https://www.sodimac.cl/sodimac-cl/articulo/112907199/Esparrago-hormigon-con-doble-rosca-M10-x-105-mm-zincado-1-unid/112907200
🟢 TORNILLO;Tornillo Autoperforante H. P/techo Pta/espada 10x2 100 Un.;7490.0;https://www.sodimac.cl/sodimac-cl/articulo/150686193/Tornillo-Autoperforante-H.-P-techo-Pta-espada-10x2-100-Un./150686194
🔴 INTRUSO (Otro);Perno hexagonal métrico 8.8 c/tuerca M10 x 30 mm zincado 2 unid;1690.0;https://www.sodimac.cl/sodimac-cl/articulo/112740300/Perno-hexagonal-métrico-8.8-c-tuerca-M10-x-30-mm-zincado-2-unid/112740301
🟢 TORNILLO;Tornillo Tirafondo Madera 80 mm 10 mm 10 unidad(es);12490.0;https://www.sodimac.cl/sodimac-cl/articulo/146620485/Tornillo-Tirafondo-Madera-80-mm-10-mm-10-unidad(es)/146620486
🟢 TORNILLO;"Tornillo Roscalata Metal 1/2 "" 3.5 mm 5 unidad(es)";490.0;"https://www.sodimac.cl/sodimac-cl/articulo/112922068/Tornillo-Roscalata-Metal-1-2-""-3.5-mm-5-unidad(es)/112922070"
🔴 INTRUSO (Otro);Perno hexagonal métrico acero inoxid. c/tuerca M8 x 50 2 unid;1890.0;https://www.sodimac.cl/sodimac-cl/articulo/112751787/Perno-hexagonal-métrico-acero-inoxid.-c-tuerca-M8-x-50-2-unid/112751788
🟢 TORNILLO;Tornillo Tirafondo Madera 45 mm 3.5 mm 4 unidad(es);1890.0;https://www.sodimac.cl/sodimac-cl/articulo/112857427/Tornillo-Tirafondo-Madera-45-mm-3.5-mm-4-unidad(es)/112857428
🔴 INTRUSO (Otro);Perno hexagonal de nylon con tuerca y golilla M6 x 40 mm 2 unid;2790.0;https://www.sodimac.cl/sodimac-cl/articulo/113269249/Perno-hexagonal-de-nylon-con-tuerca-y-golilla-M6-x-40-mm-2-unid/113269250
🔴 INTRUSO (Otro);Punta Torx T15 X 50 Mm 1Unidad;990.0;https://www.sodimac.cl/sodimac-cl/articulo/113485990/Punta-Torx-T15-X-50-Mm-1Unidad/113485991
🟢 TORNILLO;"Tornillo Autoperforante Metal 3-1/2 "" 10 mm 3 unidad(es)";2390.0;"https://www.sodimac.cl/sodimac-cl/articulo/110275038/Tornillo-Autoperforante-Metal-3-1-2-""-10-mm-3-unidad(es)/110275039"
🟢 TORNILLO;"Tornillo Roscalata Metal 1/2 "" 4.83 mm 5 unidad(es)";890.0;"https://www.sodimac.cl/sodimac-cl/articulo/113253504/Tornillo-Roscalata-Metal-1-2-""-4.83-mm-5-unidad(es)/113253512"
🟢 TORNILLO;"Tornillo Tirafondo Madera 3 "" 4.5 mm 4 unidad(es)";1190.0;"https://www.sodimac.cl/sodimac-cl/articulo/112857343/Tornillo-Tirafondo-Madera-3-""-4.5-mm-4-unidad(es)/112857344"
🔴 INTRUSO (Otro);Perno con Tuerca Métrico Metal 10 mm 6 mm 4 unidad(es);990.0;https://www.sodimac.cl/sodimac-cl/articulo/146060068/Perno-con-Tuerca-Métrico-Metal-10-mm-6-mm-4-unidad(es)/146060069
🔴 INTRUSO (Otro);Perno hexagonal métrico 8.8 c/tuerca M10 x 60 mm zincado 2 unid;2090.0;https://www.sodimac.cl/sodimac-cl/articulo/112740511/Perno-hexagonal-métrico-8.8-c-tuerca-M10-x-60-mm-zincado-2-unid/112740512
🔴 INTRUSO (Otro);"Perno de cocina combinado 1/8""x1 1/2"" 100 unidades";3590.0;"https://www.sodimac.cl/sodimac-cl/articulo/110324406/Perno-de-cocina-combinado-1-8""x1-1-2""-100-unidades/110324422"
🔴 INTRUSO (Otro);Perno cabeza redonda acero inoxidable unc 3/16 x 1 1/2 2 unid;590.0;https://www.sodimac.cl/sodimac-cl/articulo/112751683/Perno-cabeza-redonda-acero-inoxidable-unc-3-16-x-1-1-2-2-unid/112751684
🟢 TORNILLO;"Tornillo Autoperforante Madera 1-1/2 "" 25 mm 50 unidad(es)";12990.0;"https://www.sodimac.cl/sodimac-cl/articulo/110329482/Tornillo-Autoperforante-Madera-1-1-2-""-25-mm-50-unidad(es)/110329516"
🟢 TORNILLO;Tornillo autoperforante policarbonato 12 x 2 1/2 - 50 Und;12990.0;https://www.sodimac.cl/sodimac-cl/articulo/132870733/Tornillo-autoperforante-policarbonato-12-x-2-1-2---50-Und/132870734
🟢 TORNILLO;"Tornillo Autoperforante Yeso-Cartón 2 "" 6 mm 10 unidad(es)";690.0;"https://www.sodimac.cl/sodimac-cl/articulo/110276121/Tornillo-Autoperforante-Yeso-Cartón-2-""-6-mm-10-unidad(es)/110276122"
🔴 INTRUSO (Otro);"Pack 2 Prisioneros Allen Unc 1/ 4 X 1"" Pavonado";590.0;"https://www.sodimac.cl/sodimac-cl/articulo/112744067/Pack-2-Prisioneros-Allen-Unc-1--4-X-1""-Pavonado/112744068"
🟢 TORNILLO;"Tornillo Roscalata Madera 1 "" 10 10 unidad(es)";790.0;"https://www.sodimac.cl/sodimac-cl/articulo/146057578/Tornillo-Roscalata-Madera-1-""-10-10-unidad(es)/146057580"
🟢 TORNILLO;Tornillo Tirafondo Madera 57 mm 3.9 mm 4 unidad(es);490.0;https://www.sodimac.cl/sodimac-cl/articulo/112857323/Tornillo-Tirafondo-Madera-57-mm-3.9-mm-4-unidad(es)/112857324
🟢 TORNILLO;"Tornillo Roscalata Madera 2 "" 10 10 unidad(es)";990.0;"https://www.sodimac.cl/sodimac-cl/articulo/146057569/Tornillo-Roscalata-Madera-2-""-10-10-unidad(es)/146057570"
🟢 TORNILLO;Tornillo Tirafondo Madera 30 mm 4 mm 6 unidad(es);390.0;https://www.sodimac.cl/sodimac-cl/articulo/112857265/Tornillo-Tirafondo-Madera-30-mm-4-mm-6-unidad(es)/112857266
🟢 TORNILLO;Tornillo Tirafondo Madera 90 mm 6 mm 2 unidad(es);1790.0;https://www.sodimac.cl/sodimac-cl/articulo/113253668/Tornillo-Tirafondo-Madera-90-mm-6-mm-2-unidad(es)/113253670
🟢 TORNILLO;"Tornillo Roscalata Metal 1/2 "" 4.1 mm 5 unidad(es)";490.0;"https://www.sodimac.cl/sodimac-cl/articulo/112922058/Tornillo-Roscalata-Metal-1-2-""-4.1-mm-5-unidad(es)/112922061"
🟢 TORNILLO;"Tornillo Autoperforante Metal 1/2 "" 8 mm 10 unidad(es)";1190.0;"https://www.sodimac.cl/sodimac-cl/articulo/110282363/Tornillo-Autoperforante-Metal-1-2-""-8-mm-10-unidad(es)/110282367"
🔴 INTRUSO (Otro);Perno hexagonal métrico acero inoxid. c/tuerca M6 x 40 2 unid;1190.0;https://www.sodimac.cl/sodimac-cl/articulo/112752112/Perno-hexagonal-métrico-acero-inoxid.-c-tuerca-M6-x-40-2-unid/112752113
🟢 TORNILLO;"Tornillo Autoperforante Metal 4-1/2 "" 10 mm 3 unidad(es)";2390.0;"https://www.sodimac.cl/sodimac-cl/articulo/110276360/Tornillo-Autoperforante-Metal-4-1-2-""-10-mm-3-unidad(es)/110276362"
🔴 INTRUSO (Otro);Perno con Tuerca Métrico Metal 40 mm 10 mm 4 unidad(es);2490.0;https://www.sodimac.cl/sodimac-cl/articulo/146060056/Perno-con-Tuerca-Métrico-Metal-40-mm-10-mm-4-unidad(es)/146060057
🔴 INTRUSO (Otro);Perno hormigon cabeza plana M12 x 120 mm zincado brillante 1 unid;5090.0;https://www.sodimac.cl/sodimac-cl/articulo/112907038/Perno-hormigon-cabeza-plana-M12-x-120-mm-zincado-brillante-1-unid/112907040
🟢 TORNILLO;Tornillo Tirafondo Madera 140 mm 8 mm 10 unidad(es);13990.0;https://www.sodimac.cl/sodimac-cl/articulo/146620679/Tornillo-Tirafondo-Madera-140-mm-8-mm-10-unidad(es)/146620680
🟢 TORNILLO;"Tornillo Roscalata Metal 1/2 "" 4 mm 5 unidad(es)";390.0;"https://www.sodimac.cl/sodimac-cl/articulo/115760658/Tornillo-Roscalata-Metal-1-2-""-4-mm-5-unidad(es)/115760659"
🔴 INTRUSO (Otro);Perno hexagonal métrico 8.8 c/tuerca M12 x 30 mm zincado 1 unid;1290.0;https://www.sodimac.cl/sodimac-cl/articulo/112740413/Perno-hexagonal-métrico-8.8-c-tuerca-M12-x-30-mm-zincado-1-unid/112740415
🔴 INTRUSO (Otro);Perno parker métrico M5-0.8x20 mm pavonado 2 unid;490.0;https://www.sodimac.cl/sodimac-cl/articulo/112740335/Perno-parker-métrico-M5-0.8x20-mm-pavonado-2-unid/112740336
🔴 INTRUSO (Otro);Perno parker cabeza plana M5-0.8x12 mm pavonado 2 unid;490.0;https://www.sodimac.cl/sodimac-cl/articulo/112740451/Perno-parker-cabeza-plana-M5-0.8x12-mm-pavonado-2-unid/112740452
🟢 TORNILLO;"Tornillo Roscalata Metal 1 "" 4.1 mm 5 unidad(es)";590.0;"https://www.sodimac.cl/sodimac-cl/articulo/112922014/Tornillo-Roscalata-Metal-1-""-4.1-mm-5-unidad(es)/112922015"
🔴 INTRUSO (Otro);Pack 2 Prisioneros Allen Unc 3/ 16 X 8 Pavonado;390.0;https://www.sodimac.cl/sodimac-cl/articulo/112740495/Pack-2-Prisioneros-Allen-Unc-3--16-X-8-Pavonado/112740496
🔴 INTRUSO (Otro);Prisionero Allen Inoxidable M8 X 8 Mm Fijación Segura;890.0;https://www.sodimac.cl/sodimac-cl/articulo/113253943/Prisionero-Allen-Inoxidable-M8-X-8-Mm-Fijación-Segura/113253944
🔴 INTRUSO (Otro);Autoperforante Hexagonal Con Golilla 12 x 3/4 Acero Zincado 100 U;4250.0;https://www.sodimac.cl/sodimac-cl/articulo/116024394/Autoperforante-Hexagonal-Con-Golilla-12-x-3-4-Acero-Zincado-100-U/116024395
🔴 INTRUSO (Otro);Perno parker métrico M10-1.50x20 mm pavonado 2 unid;890.0;https://www.sodimac.cl/sodimac-cl/articulo/112740435/Perno-parker-métrico-M10-1.50x20-mm-pavonado-2-unid/112740436
🟢 TORNILLO;"Tornillo Autoperforante Metal 2 "" 12 mm 2 unidad(es)";1490.0;"https://www.sodimac.cl/sodimac-cl/articulo/110300197/Tornillo-Autoperforante-Metal-2-""-12-mm-2-unidad(es)/110300220"
🔴 INTRUSO (Otro);"Perno cocina zincado brillante 3/16x3"" cabeza redonda 100uds";5090.0;"https://www.sodimac.cl/sodimac-cl/articulo/146668056/Perno-cocina-zincado-brillante-3-16x3""-cabeza-redonda-100uds/146668057"
🟢 TORNILLO;Tornillo Autoperforante C/golilla De 6.3 X 25mm 50 Und Total;5990.0;https://www.sodimac.cl/sodimac-cl/articulo/114073112/Tornillo-Autoperforante-C-golilla-De-6.3-X-25mm-50-Und-Total/114073113
🔴 INTRUSO (Otro);Perno parker métrico M4-0.7x16 mm pavonado 2 unid;390.0;https://www.sodimac.cl/sodimac-cl/articulo/112740421/Perno-parker-métrico-M4-0.7x16-mm-pavonado-2-unid/112740422
🟢 TORNILLO;Mini Tornillos Métrico Madera 4 cm 2 cm 4 unidad(es);490.0;https://www.sodimac.cl/sodimac-cl/articulo/112740439/Mini-Tornillos-Métrico-Madera-4-cm-2-cm-4-unidad(es)/112740440
🔴 INTRUSO (Otro);Tuerca gorro unc 3/16 niquelada 4 unid;490.0;https://www.sodimac.cl/sodimac-cl/articulo/112748403/Tuerca-gorro-unc-3-16-niquelada-4-unid/112748405
🟢 TORNILLO;"Tornillo Roscalata Madera 1 "" 6 10 unidad(es)";590.0;"https://www.sodimac.cl/sodimac-cl/articulo/146057401/Tornillo-Roscalata-Madera-1-""-6-10-unidad(es)/146057403"
🔴 INTRUSO (Otro);PUNTA DELGADA TORX T30 50MM;1090.0;https://www.sodimac.cl/sodimac-cl/articulo/113443692/PUNTA-DELGADA-TORX-T30-50MM/113443693
🟢 TORNILLO;"Tornillo Autoperforante Madera 1 "" 20 mm 50 unidad(es)";10490.0;"https://www.sodimac.cl/sodimac-cl/articulo/110301856/Tornillo-Autoperforante-Madera-1-""-20-mm-50-unidad(es)/110301858"
🔴 INTRUSO (Otro);Cornamusa Drina Inoxidable 60 Mm Para Amarre Náutico;2290.0;https://www.sodimac.cl/sodimac-cl/articulo/112907193/Cornamusa-Drina-Inoxidable-60-Mm-Para-Amarre-Náutico/112907194
🔴 INTRUSO (Otro);Punta Torx T40 X 25 Mm 1Unidad;690.0;https://www.sodimac.cl/sodimac-cl/articulo/113443607/Punta-Torx-T40-X-25-Mm-1Unidad/113443610
🔴 INTRUSO (Otro);Anclaje pared 4 mm 2 Unidades;1690.0;https://www.sodimac.cl/sodimac-cl/articulo/112907327/Anclaje-pared-4-mm-2-Unidades/112907328
🔴 INTRUSO (Otro);Tuerca hexagonal inoxidable unc 1/4 2unid;390.0;https://www.sodimac.cl/sodimac-cl/articulo/112751989/Tuerca-hexagonal-inoxidable-unc-1-4-2unid/112751990
🔴 INTRUSO (Otro);Dado magnetico hexagonal 1/4 x 65 mm1 unid;2790.0;https://www.sodimac.cl/sodimac-cl/articulo/113253587/Dado-magnetico-hexagonal-1-4-x-65-mm1-unid/113253590
🔴 INTRUSO (Otro);"Tuerca Hexagonal NC G2 1/4"" ZBR 100 unidades";4590.0;"https://www.sodimac.cl/sodimac-cl/articulo/110302389/Tuerca-Hexagonal-NC-G2-1-4""-ZBR-100-unidades/110302418"
🔴 INTRUSO (Otro);Tarugo con argolla M9 x 50 mm zincado 2 unid;1590.0;https://www.sodimac.cl/sodimac-cl/articulo/112907411/Tarugo-con-argolla-M9-x-50-mm-zincado-2-unid/112907413
🔴 INTRUSO (Otro);Dado magnetico hexagonal 5/16 x 65 mm 1 unid;2990.0;https://www.sodimac.cl/sodimac-cl/articulo/113253639/Dado-magnetico-hexagonal-5-16-x-65-mm-1-unid/113253642
🔴 INTRUSO (Otro);"Gancho techo con tuerca 1/4x3 1/2"" zinc 4un";1390.0;"https://www.sodimac.cl/sodimac-cl/articulo/112907431/Gancho-techo-con-tuerca-1-4x3-1-2""-zinc-4un/112907432"
🔴 INTRUSO (Otro);"Gancho techo con tuerca 1/4x1 1/2"" zinc 4un";990.0;"https://www.sodimac.cl/sodimac-cl/articulo/112907275/Gancho-techo-con-tuerca-1-4x1-1-2""-zinc-4un/112907276"
🔴 INTRUSO (Otro);Cancamo abierto rosca madera N0 x 23 niquelado 4unid;290.0;https://www.sodimac.cl/sodimac-cl/articulo/112857275/Cancamo-abierto-rosca-madera-N0-x-23-niquelado-4unid/112857276
🔴 INTRUSO (Otro);Broche Con Seguro M8 13 Mm Para Fijación;490.0;https://www.sodimac.cl/sodimac-cl/articulo/113253555/Broche-Con-Seguro-M8-13-Mm-Para-Fijación/113253557
🔴 INTRUSO (Otro);Tuerca acople unc 1/2 x 1 3/4 zincado 1 unid;990.0;https://www.sodimac.cl/sodimac-cl/articulo/112748418/Tuerca-acople-unc-1-2-x-1-3-4-zincado-1-unid/112748419
🔴 INTRUSO (Otro);Tuerca coc.hexagonal métrica M6-1.0 zincada 4 unid;590.0;https://www.sodimac.cl/sodimac-cl/articulo/113894729/Tuerca-coc.hexagonal-métrica-M6-1.0-zincada-4-unid/113894732
🔴 INTRUSO (Otro);Tuerca tipo k-lock unc 3/16 2 unid;2190.0;https://www.sodimac.cl/sodimac-cl/articulo/112751824/Tuerca-tipo-k-lock-unc-3-16-2-unid/112751827
🔴 INTRUSO (Otro);"Tuerca mariposa 5/16"" 2uds";1390.0;"https://www.sodimac.cl/sodimac-cl/articulo/146668787/Tuerca-mariposa-5-16""-2uds/146668789"
🔴 INTRUSO (Otro);"Golilla Estrella Acero 3/16 "" 4 unidades";890.0;"https://www.sodimac.cl/sodimac-cl/articulo/112751939/Golilla-Estrella-Acero-3-16-""-4-unidades/112751940"
🔴 INTRUSO (Otro);Golilla apriete tipo U de 10 x 5/8 2 unid;1290.0;https://www.sodimac.cl/sodimac-cl/articulo/113253876/Golilla-apriete-tipo-U-de-10-x-5-8-2-unid/113253877
🔴 INTRUSO (Otro);Tuerca mariposa metrica acero inoxidable M6 2 unid;1090.0;https://www.sodimac.cl/sodimac-cl/articulo/112751629/Tuerca-mariposa-metrica-acero-inoxidable-M6-2-unid/112751630
🔴 INTRUSO (Otro);Remache fierro cabeza redonda 1/4 x 3/8 5 unid;690.0;https://www.sodimac.cl/sodimac-cl/articulo/113443728/Remache-fierro-cabeza-redonda-1-4-x-3-8-5-unid/113443730
🔴 INTRUSO (Otro);Kit tuerca + conector largo 40 mm 4 unid;2790.0;https://www.sodimac.cl/sodimac-cl/articulo/112857301/Kit-tuerca-+-conector-largo-40-mm-4-unid/112857302
🔴 INTRUSO (Otro);Tarugo clavo M8 140 mm 50 unidades;23490.0;https://www.sodimac.cl/sodimac-cl/articulo/110320423/Tarugo-clavo-M8-140-mm-50-unidades/110320449
🔴 INTRUSO (Otro);Tuerca tipo k-lock unc 5/32 2 unid;1890.0;https://www.sodimac.cl/sodimac-cl/articulo/112751977/Tuerca-tipo-k-lock-unc-5-32-2-unid/112751978
🔴 INTRUSO (Otro);"Pack 4 Abrazaderas Tubulares 1/ 8"" Sujeción Segura";690.0;"https://www.sodimac.cl/sodimac-cl/articulo/112907353/Pack-4-Abrazaderas-Tubulares-1--8""-Sujeción-Segura/112907354"
🔴 INTRUSO (Otro);"Golilla Estrella Acero 5/32 "" 4 unidades";490.0;"https://www.sodimac.cl/sodimac-cl/articulo/112752139/Golilla-Estrella-Acero-5-32-""-4-unidades/112752140"
🔴 INTRUSO (Otro);Tuerca hexagonal flange unc 5/8-11 zincado 1 unid;990.0;https://www.sodimac.cl/sodimac-cl/articulo/112740565/Tuerca-hexagonal-flange-unc-5-8-11-zincado-1-unid/112740566
